1	Sky Radio	https://playerservices.streamtheworld.com/api/livestream-redirect/SKYRADIO
2	Sky LoveSongs	https://playerservices.streamtheworld.com/api/livestream-redirect/SRGSTR03AAC.aac
3	QMusic Non-Stop	https://icecast-qmusicnl-cdp.triple-it.nl/Qmusic_nl_nonstop_high.aac
